trade_id,order_id,client_id,isin,cusip,symbol,side,quantity,price,trade_date,trade_ts,currency,venue,instrument_type,liquidity_bucket,desk,source_system,risk_tier_x,region_x,notional,symbol_pm,instrument_type_pm,risk_tier_y,region_y,risk_tier,region
TRD0007353,ORD0011595,CLT0312,US5VJ8O4RO50,5VJ8O4RO5,ZBIM,SELL,1378,101.9658,2025-10-21,2025-10-21T16:26:09Z,USD,OTC,BOND,HIGH,FI-RATES,OMS_A,,,140508.8724,ZBIM,BOND,MED,,,
TRD0007354,ORD0013096,CLT0047,US7U2NWIJU50,7U2NWIJU5,ULKN,SELL,1916,97.2339,2025-10-21,2025-10-21T17:12:44Z,USD,OTC,BOND,HIGH,FI-RATES,OMS_A,,,186300.15240000002,ULKN,BOND,LOW,,,
TRD0007355,ORD0010280,CLT0423,US5ZNJ5X2V51,5ZNJ5X2V5,ILI,SELL,844,104.7789,2025-10-21,2025-10-21T17:29:38Z,USD,TRACE,SWAP,MED,FI-MUNI,OMS_A,,,88433.39159999999,ILI,SWAP,LOW,EMEA,,
TRD0007356,ORD0009310,CLT0412,US577MILLP22,577MILLP2,VNO,BUY,3306,98.8046,2025-10-21,2025-10-21T16:14:57Z,GBP,OTC,FUTURE,MED,FI-STRUCT,OMS_A,,,326648.00759999995,VNO,FUTURE,HIGH,,,
TRD0007357,ORD0017133,CLT0104,USMUWSHSVZ45,MUWSHSVZ4,VAWY,BUY,2474,106.3548,2025-10-21,2025-10-21T14:50:28Z,USD,ARCA,SWAP,MED,FI-HY,OMS_A,,,263121.7752,VAWY,SWAP,HIGH,APAC,,
TRD0007358,ORD0005247,CLT0423,US3EHXWK0V04,3EHXWK0V0,CJZY,SELL,1997,103.1894,2025-10-21,2025-10-21T19:16:16Z,JPY,OTC,OPTION,MED,FI-HY,OMS_A,,,206069.2318,CJZY,OPTION,LOW,EMEA,,
TRD0007359,ORD0011020,CLT0077,US0ZUUE2OS88,0ZUUE2OS8,TAW,SELL,1501,105.7523,2025-10-21,2025-10-21T19:15:59Z,USD,TRACE,FUTURE,HIGH,FI-STRUCT,OMS_A,,,158734.2023,TAW,FUTURE,LOW,EMEA,,
TRD0007361,ORD0014130,CLT0423,USME5PF4EQ00,ME5PF4EQ0,KALI,SELL,2982,101.4353,2025-10-21,2025-10-21T15:21:28Z,EUR,ARCA,OPTION,MED,FI-IG,OMS_A,,,302480.0646,KALI,OPTION,LOW,EMEA,,
TRD0007363,ORD0004376,CLT0181,USQXWSG5TB19,QXWSG5TB1,OHHQ,SELL,3259,101.3019,2025-10-21,2025-10-21T18:14:27Z,USD,TRACE,BOND,MED,FI-STRUCT,OMS_B,,,330142.8921,OHHQ,BOND,LOW,EMEA,,
TRD0007364,ORD0013114,CLT0217,USJ3AJX3N390,J3AJX3N39,XSE,BUY,1543,95.1576,2025-10-21,2025-10-21T18:22:07Z,GBP,TRACE,OPTION,MED,FI-IG,OMS_A,,,146828.17680000002,XSE,OPTION,LOW,,,
TRD0007365,ORD0019300,CLT0113,USBEWRTY5121,BEWRTY512,WAG,SELL,2114,105.1663,2025-10-21,2025-10-21T16:49:44Z,USD,OTC,SWAP,HIGH,FI-RATES,OMS_B,,,222321.55820000003,WAG,SWAP,MED,EMEA,,
TRD0007366,ORD0010372,CLT0131,US40FJ1P1T90,40FJ1P1T9,CWBV,SELL,1066,98.7768,2025-10-21,2025-10-21T16:01:38Z,USD,TRACE,REPO,MED,FI-MUNI,OMS_A,,,105296.0688,CWBV,REPO,LOW,,,
TRD0007367,ORD0008426,CLT0188,USM9CM83BT71,M9CM83BT7,LYI,SELL,1240,98.491,2025-10-21,2025-10-21T13:34:47Z,USD,OTC,FUTURE,HIGH,FI-RATES,OMS_B,,,122128.84,LYI,FUTURE,LOW,,,
TRD0007369,ORD0018185,CLT0499,US6G1VL0MT05,6G1VL0MT0,PHH,BUY,3034,101.221,2025-10-21,2025-10-21T16:44:26Z,JPY,OTC,OPTION,HIGH,FI-STRUCT,OMS_A,,,307104.514,PHH,OPTION,LOW,LATAM,,
TRD0007371,ORD0010214,CLT0189,USSDQLJKO169,SDQLJKO16,HWS,BUY,893,100.7539,2025-10-21,2025-10-21T16:26:01Z,USD,OTC,BOND,HIGH,FI-RATES,OMS_A,,,89973.23270000001,HWS,BOND,LOW,,,
TRD0007372,ORD0012498,CLT0134,USPH2H6LXM15,PH2H6LXM1,QQMK,SELL,1737,100.8934,2025-10-21,2025-10-21T14:20:13Z,EUR,ARCA,BOND,LOW,FI-MUNI,OMS_B,,,175251.8358,QQMK,BOND,LOW,EMEA,,
TRD0007374,ORD0010586,CLT0254,USEN59SXA578,EN59SXA57,NTDY,SELL,3929,97.4401,2025-10-21,2025-10-21T14:39:59Z,USD,,REPO,MED,FI-MUNI,OMS_B,,,382842.1529,NTDY,REPO,MED,,,
TRD0007375,ORD0017833,CLT0418,USNP1CLSP104,NP1CLSP10,YFW,SELL,3124,102.1965,2025-10-21,2025-10-21T15:38:20Z,USD,TRACE,OPTION,LOW,FI-MUNI,OMS_B,,,319261.866,YFW,OPTION,HIGH,APAC,,
TRD0007376,ORD0002464,CLT0294,USOU4YV6IG90,OU4YV6IG9,CPEL,BUY,1863,97.6137,2025-10-21,2025-10-21T19:00:40Z,USD,NYSE,BOND,MED,FI-IG,OMS_A,,,181854.32309999998,CPEL,BOND,HIGH,,,
TRD0007378,ORD0013063,CLT0227,USZ207NTYY47,Z207NTYY4,BLBF,BUY,1283,107.1821,2025-10-21,2025-10-21T13:58:26Z,USD,TRACE,BOND,LOW,FI-IG,OMS_B,,,137514.6343,BLBF,BOND,HIGH,,,
TRD0007379,ORD0019449,CLT0365,USHFZLMA0A74,HFZLMA0A7,OUXI,BUY,1153,108.9792,2025-10-21,2025-10-21T13:33:44Z,,TRACE,BOND,MED,FI-STRUCT,OMS_A,,,125653.0176,OUXI,BOND,MED,,,
TRD0007380,ORD0015792,CLT0197,USIEG4N4G634,,LMIZ,BUY,1156,100.8683,2025-10-21,2025-10-21T14:59:27Z,USD,ARCA,BOND,MED,FI-MUNI,OMS_A,,,116603.75480000001,LMIZ,BOND,MED,,,
TRD0007381,ORD0012015,CLT0406,USK6L7YVVF52,,HAB,BUY,2271,94.9319,2025-10-21,2025-10-21T16:16:58Z,USD,OTC,BOND,HIGH,FI-HY,OMS_B,,,215590.3449,HAB,BOND,MED,EMEA,,
TRD0007382,ORD0007182,CLT0491,US5N1WIEQH09,5N1WIEQH0,LHK,SELL,1619,100.4948,2025-10-21,2025-10-21T19:40:56Z,GBP,TRACE,BOND,MED,FI-MUNI,OMS_A,,,162701.0812,LHK,BOND,LOW,,,
TRD0007383,ORD0011928,CLT0467,US17WIBBCJ06,17WIBBCJ0,DNT,BUY,2218,96.5562,2025-10-21,2025-10-21T16:36:50Z,USD,TRACE,BOND,HIGH,FI-MUNI,OMS_A,,,214161.6516,DNT,BOND,MED,,,
TRD0007384,ORD0018654,CLT0443,USKVNUOJVR99,KVNUOJVR9,PFTJ,BUY,1706,98.972,2025-10-21,2025-10-21T15:11:27Z,USD,BATS,BOND,LOW,FI-IG,OMS_B,,,168846.232,PFTJ,BOND,LOW,,,
TRD0007385,ORD0015030,CLT0054,USIWOUJI1092,IWOUJI109,ZRUE,BUY,2692,102.9492,2025-10-21,2025-10-21T15:12:18Z,EUR,TRACE,BOND,MED,FI-RATES,OMS_A,,,277139.2464,ZRUE,BOND,HIGH,EMEA,,
TRD0007387,ORD0002502,CLT0257,US0DL0JDFH85,0DL0JDFH8,CVXE,BUY,858,99.1542,2025-10-21,2025-10-21T14:14:22Z,USD,OTC,OPTION,HIGH,FI-MUNI,OMS_B,,,85074.3036,CVXE,OPTION,LOW,,,
TRD0007388,ORD0004316,CLT0045,USN9PRZ4BJ18,N9PRZ4BJ1,IKBY,BUY,930,102.2502,2025-10-21,2025-10-21T18:31:34Z,USD,BATS,SWAP,HIGH,FI-HY,OMS_A,,,95092.686,IKBY,SWAP,LOW,APAC,,
TRD0007389,ORD0007447,CLT0110,,9L2VPGSH6,TNQI,SELL,666,107.7581,2025-10-21,2025-10-21T18:13:10Z,EUR,NYSE,FUTURE,MED,,OMS_B,,,71766.8946,,,HIGH,,,
TRD0007390,ORD0012313,CLT0461,,9AXI87SE1,ERQ,SELL,4145,104.3172,2025-10-21,2025-10-21T13:32:11Z,USD,ARCA,BOND,MED,FI-STRUCT,OMS_B,,,432394.794,,,HIGH,,,
TRD0007391,ORD0014886,CLT0194,USQTXX4BMX78,QTXX4BMX7,OIZW,SELL,1460,104.2991,2025-10-21,2025-10-21T15:32:56Z,USD,OTC,SWAP,MED,FI-MUNI,OMS_B,,,152276.686,OIZW,SWAP,MED,EMEA,,
TRD0007393,ORD0012914,CLT0220,USFEHL30M450,FEHL30M45,TLFB,BUY,6060,95.5267,2025-10-21,2025-10-21T13:30:22Z,USD,NYSE,REPO,HIGH,FI-RATES,OMS_A,,,578891.802,TLFB,REPO,MED,,,
TRD0007394,ORD0001126,CLT0199,USSYZXIQ7S24,SYZXIQ7S2,JEXV,SELL,1805,96.5351,2025-10-21,2025-10-21T19:59:23Z,GBP,OTC,BOND,HIGH,FI-STRUCT,OMS_A,,,174245.8555,JEXV,BOND,MED,,,
TRD0007395,ORD0015126,CLT0241,,52Y5TDD91,HAZ,BUY,1423,107.0728,2025-10-21,2025-10-21T13:44:13Z,USD,BATS,SWAP,HIGH,FI-STRUCT,OMS_A,,,152364.5944,,,MED,EMEA,,
TRD0007396,ORD0011914,CLT0498,US54UCZZ7U07,54UCZZ7U0,BZQK,BUY,2488,105.4196,2025-10-21,2025-10-21T14:10:52Z,USD,OTC,BOND,MED,FI-HY,OMS_B,,,262283.9648,BZQK,BOND,LOW,APAC,,
TRD0007397,ORD0012799,CLT0382,USCNLN8BTM39,CNLN8BTM3,TNWH,BUY,371,92.9171,2025-10-21,2025-10-21T15:07:24Z,USD,OTC,BOND,LOW,FI-HY,OMS_A,,,34472.2441,TNWH,BOND,LOW,,,
TRD0007398,ORD0014036,CLT0038,USD8GRC1NS29,D8GRC1NS2,PMXZ,BUY,5358,96.2807,2025-10-21,2025-10-21T17:33:55Z,USD,BATS,BOND,MED,FI-HY,OMS_B,,,515871.99059999996,PMXZ,BOND,MED,,,
TRD0007399,ORD0018802,CLT0062,USIOPYGXLB24,IOPYGXLB2,HFZJ,BUY,1531,95.8457,2025-10-21,2025-10-21T16:11:44Z,GBP,OTC,BOND,MED,FI-HY,OMS_B,,,146739.76669999998,HFZJ,BOND,LOW,,,
TRD0007400,ORD0013448,CLT0430,US22R4YEVP18,22R4YEVP1,FMFE,SELL,2085,104.8701,2025-10-21,2025-10-21T19:42:46Z,USD,,BOND,HIGH,FI-IG,OMS_B,,,218654.1585,FMFE,BOND,MED,EMEA,,
TRD0007401,ORD0001703,CLT0282,USYWA46QJK78,YWA46QJK7,NOIM,BUY,1354,99.0956,2025-10-21,2025-10-21T15:52:01Z,USD,TRACE,SWAP,MED,FI-STRUCT,OMS_A,,,134175.4424,NOIM,SWAP,HIGH,APAC,,
TRD0007403,ORD0016712,CLT0374,US0U0JWWJF51,0U0JWWJF5,BAP,BUY,2823,100.6954,2025-10-21,2025-10-21T18:53:22Z,USD,TRACE,BOND,HIGH,FI-RATES,OMS_B,,,284263.1142,BAP,BOND,LOW,,,
TRD0007404,ORD0004529,CLT0356,USAZL5WBCL04,,OPI,SELL,2328,104.5065,2025-10-21,2025-10-21T17:42:37Z,GBP,BATS,REPO,MED,FI-STRUCT,OMS_A,,,243291.132,OPI,REPO,LOW,EMEA,,
TRD0007405,ORD0006636,CLT0033,USZRR6EZH847,,AAO,BUY,844,105.4241,2025-10-21,2025-10-21T18:27:11Z,USD,BATS,FUTURE,MED,FI-HY,OMS_A,,,88977.94039999999,AAO,FUTURE,LOW,LATAM,,
TRD0007406,ORD0005500,CLT0441,USST2Z0FL025,ST2Z0FL02,ONL,BUY,1056,106.4828,2025-10-21,2025-10-21T13:50:30Z,USD,TRACE,REPO,HIGH,FI-STRUCT,OMS_A,,,112445.83679999999,ONL,REPO,MED,,,
TRD0007407,ORD0013104,CLT0363,USIQ4673JW44,IQ4673JW4,VDY,BUY,965,97.0875,2025-10-21,2025-10-21T16:29:59Z,USD,BATS,BOND,HIGH,FI-HY,OMS_B,,,93689.4375,VDY,BOND,LOW,,,
TRD0007408,ORD0013683,CLT0088,USH8BNPS3R37,H8BNPS3R3,DNOP,BUY,4294,91.985,2025-10-21,2025-10-21T15:15:25Z,USD,TRACE,OPTION,HIGH,FI-HY,OMS_A,,,394983.59,DNOP,OPTION,LOW,,,
TRD0007409,ORD0001737,CLT0421,USZ207NTYY47,Z207NTYY4,BLBF,BUY,1773,112.7134,2025-10-21,2025-10-21T17:19:16Z,USD,ARCA,BOND,LOW,FI-RATES,OMS_A,,,199840.8582,BLBF,BOND,MED,,,
TRD0007410,ORD0018396,CLT0071,USDUSK41MY22,,SHF,SELL,2990,101.7099,2025-10-21,2025-10-21T16:49:32Z,USD,BATS,BOND,LOW,FI-STRUCT,OMS_A,,,304112.601,SHF,BOND,LOW,LATAM,,
TRD0007411,ORD0018560,CLT0458,USQ365CQ6110,Q365CQ611,LAP,BUY,1355,104.0317,2025-10-21,2025-10-21T14:32:42Z,USD,TRACE,REPO,LOW,FI-HY,OMS_A,,,140962.9535,LAP,REPO,MED,,,
TRD0007413,ORD0004428,CLT0234,USRFP1EPO949,RFP1EPO94,VAZ,SELL,3362,100.2637,2025-10-21,2025-10-21T15:41:19Z,USD,NYSE,BOND,HIGH,FI-HY,OMS_A,,,337086.5594,VAZ,BOND,LOW,,,
TRD0007414,ORD0018112,CLT0314,USLLIFKMHV38,LLIFKMHV3,FHM,BUY,1078,100.1132,2025-10-21,2025-10-21T18:57:59Z,USD,OTC,BOND,HIGH,FI-HY,OMS_A,,,107922.02960000001,FHM,BOND,LOW,APAC,,
TRD0007415,ORD0011735,CLT0434,USAHDMTMG959,,AJEI,SELL,815,108.0969,2025-10-21,2025-10-21T13:45:05Z,USD,OTC,SWAP,HIGH,FI-RATES,OMS_B,,,88098.97350000001,AJEI,SWAP,MED,EMEA,,
TRD0007416,ORD0009356,CLT0039,USPYNCG5AH24,PYNCG5AH2,KEZE,BUY,1479,93.9249,2025-10-21,2025-10-21T14:53:22Z,USD,OTC,BOND,MED,FI-MUNI,OMS_B,,,138914.9271,KEZE,BOND,LOW,,,
TRD0007417,ORD0006653,CLT0197,USPLNZ0ILG86,,GEF,SELL,5327,101.7171,2025-10-21,2025-10-21T15:51:21Z,USD,,OPTION,HIGH,FI-RATES,OMS_A,,,541846.9917,GEF,OPTION,MED,,,
TRD0007418,ORD0015264,CLT0190,,3EQP9EDP6,PBB,SELL,1097,101.7161,2025-10-21,2025-10-21T14:46:34Z,EUR,OTC,FUTURE,HIGH,FI-RATES,OMS_A,,,111582.56169999999,,,MED,,,
TRD0007419,ORD0011251,CLT0299,UST6VWM1UN34,,HNAQ,BUY,1430,102.2869,2025-10-21,2025-10-21T16:13:06Z,USD,OTC,SWAP,HIGH,FI-HY,OMS_A,,,146270.267,HNAQ,SWAP,LOW,,,
TRD0007420,ORD0016783,CLT0072,USPVGHX49A61,PVGHX49A6,NRWV,BUY,4375,102.7759,2025-10-21,2025-10-21T18:00:57Z,USD,OTC,BOND,HIGH,FI-RATES,OMS_A,,,449644.56249999994,NRWV,BOND,MED,APAC,,
TRD0007421,ORD0010241,CLT0122,UST5S5UK1C34,T5S5UK1C3,IULV,BUY,1431,103.2926,2025-10-21,2025-10-21T19:52:20Z,USD,OTC,OPTION,LOW,FI-STRUCT,OMS_A,,,147811.7106,IULV,OPTION,LOW,,,
TRD0007423,ORD0000852,CLT0108,USUUCY3XN043,UUCY3XN04,UBMS,SELL,5220,99.5819,2025-10-21,2025-10-21T19:53:46Z,USD,OTC,OPTION,LOW,FI-IG,OMS_A,,,519817.51800000004,UBMS,OPTION,LOW,,,
TRD0007424,ORD0002974,CLT0045,USAVDJBQM865,AVDJBQM86,ADOA,BUY,2378,108.3752,2025-10-21,2025-10-21T15:02:06Z,EUR,ARCA,BOND,MED,FI-MUNI,OMS_A,,,257716.2256,ADOA,BOND,LOW,APAC,,
TRD0007425,ORD0010831,CLT0101,USNNME4ZD891,NNME4ZD89,DOCI,SELL,924,98.535,2025-10-21,2025-10-21T19:44:07Z,USD,TRACE,SWAP,MED,FI-RATES,OMS_A,,,91046.34,DOCI,SWAP,MED,EMEA,,
TRD0007426,ORD0002992,CLT0072,USCB5IAKEM17,CB5IAKEM1,AZRD,SELL,2186,98.902,2025-10-21,2025-10-21T19:34:07Z,USD,TRACE,REPO,LOW,FI-IG,OMS_A,,,216199.772,AZRD,REPO,MED,APAC,,
TRD0007427,ORD0003731,CLT0114,US5F9W3JUF38,,FSDF,BUY,2824,98.5218,2025-10-21,2025-10-21T14:09:30Z,USD,BATS,FUTURE,MED,FI-RATES,OMS_A,,,278225.5632,FSDF,FUTURE,LOW,,,
TRD0007429,ORD0001895,CLT0039,,FG9ASOFC4,STYH,BUY,1003,94.7781,2025-10-21,2025-10-21T14:36:08Z,GBP,OTC,BOND,HIGH,FI-IG,OMS_A,,,95062.4343,,,LOW,,,
TRD0007430,ORD0005619,CLT0153,US7GN9ZMH340,7GN9ZMH34,JSQ,BUY,2399,100.8028,2025-10-21,2025-10-21T18:21:20Z,USD,BATS,FUTURE,LOW,,OMS_A,,,241825.91720000003,JSQ,FUTURE,MED,,,
TRD0007432,ORD0012394,CLT0462,US515DP1C406,515DP1C40,KZW,SELL,2440,94.8662,2025-10-21,2025-10-21T14:05:37Z,USD,TRACE,BOND,HIGH,FI-HY,OMS_A,,,231473.52800000002,KZW,BOND,LOW,,,
TRD0007433,ORD0001103,CLT0074,US8BV9AXFH94,8BV9AXFH9,IQV,SELL,3711,100.2277,2025-10-21,2025-10-21T18:48:21Z,USD,TRACE,BOND,MED,FI-RATES,OMS_A,,,371944.9947,IQV,BOND,HIGH,,,
TRD0007434,ORD0007950,CLT0458,USGS9WTMOY44,GS9WTMOY4,RITL,BUY,2460,94.1177,2025-10-21,2025-10-21T17:36:53Z,GBP,OTC,OPTION,MED,FI-HY,OMS_B,,,231529.542,RITL,OPTION,MED,,,
TRD0007435,ORD0010589,CLT0378,USVCKRSNVC93,VCKRSNVC9,PKI,BUY,1570,102.3094,2025-10-21,2025-10-21T14:59:17Z,USD,OTC,BOND,MED,FI-STRUCT,OMS_A,,,160625.758,PKI,BOND,HIGH,EMEA,,
TRD0007436,ORD0005017,CLT0241,USOZTRIKOX61,OZTRIKOX6,WLE,BUY,1454,105.061,2025-10-21,2025-10-21T15:22:14Z,USD,NYSE,BOND,MED,FI-MUNI,OMS_B,,,152758.69400000002,WLE,BOND,MED,EMEA,,
TRD0007437,ORD0012336,CLT0496,USXMFVXG4562,XMFVXG456,WQP,SELL,1668,95.2354,2025-10-21,2025-10-21T17:17:18Z,USD,TRACE,SWAP,MED,FI-HY,OMS_B,,,158852.6472,WQP,SWAP,MED,,,
TRD0007438,ORD0019731,CLT0111,USM0ABKCZD77,M0ABKCZD7,GKX,SELL,5216,95.8965,2025-10-21,2025-10-21T18:52:26Z,USD,OTC,BOND,HIGH,FI-HY,OMS_A,,,500196.14400000003,GKX,BOND,LOW,,,
TRD0007439,ORD0007836,CLT0104,,TB1H3DRT4,QEM,SELL,5642,99.1871,2025-10-21,2025-10-21T15:38:42Z,USD,TRACE,BOND,MED,FI-RATES,OMS_A,,,559613.6182,,,HIGH,APAC,,
TRD0007440,ORD0008630,CLT0279,,3NL4HNH00,MWS,BUY,2364,96.4087,2025-10-21,2025-10-21T16:14:59Z,USD,TRACE,BOND,MED,FI-HY,OMS_A,,,227910.16679999998,,,HIGH,,,
TRD0007442,ORD0014902,CLT0373,USLVGAV95777,,ETY,SELL,2598,97.0584,2025-10-21,2025-10-21T14:36:32Z,USD,TRACE,BOND,MED,FI-MUNI,OMS_B,,,252157.7232,ETY,BOND,LOW,APAC,,
TRD0007443,ORD0005325,CLT0135,USXVZ1ELHR89,XVZ1ELHR8,ETDV,BUY,1328,93.0153,2025-10-21,2025-10-21T17:37:20Z,EUR,TRACE,BOND,HIGH,FI-STRUCT,,,,123524.31839999999,ETDV,BOND,LOW,,,
TRD0007444,ORD0003457,CLT0096,USMAWIW2FG08,MAWIW2FG0,BME,SELL,1065,100.5341,2025-10-21,2025-10-21T16:16:56Z,USD,OTC,BOND,HIGH,FI-HY,OMS_A,,,107068.8165,BME,BOND,LOW,,,
TRD0007445,ORD0003690,CLT0247,US1C4JLO5248,,JMGP,SELL,3494,99.4045,2025-10-21,2025-10-21T17:59:27Z,GBP,OTC,OPTION,LOW,FI-STRUCT,OMS_A,,,347319.323,JMGP,OPTION,HIGH,APAC,,
TRD0007447,ORD0004220,CLT0050,USAGFU4HA003,AGFU4HA00,AAY,BUY,1128,103.5676,2025-10-21,2025-10-21T15:12:50Z,USD,OTC,FUTURE,HIGH,FI-RATES,OMS_B,,,116824.2528,AAY,FUTURE,LOW,,,
TRD0007448,ORD0006389,CLT0490,US69LFWEEF64,69LFWEEF6,JDP,BUY,2862,104.9527,2025-10-21,2025-10-21T18:12:18Z,USD,OTC,FUTURE,LOW,FI-STRUCT,OMS_A,,,300374.6274,JDP,FUTURE,MED,APAC,,
TRD0007449,ORD0008475,CLT0378,US4UT837HP10,4UT837HP1,FZKA,SELL,3028,94.4586,2025-10-21,2025-10-21T15:54:41Z,USD,TRACE,BOND,HIGH,FI-RATES,OMS_A,,,286020.6408,FZKA,BOND,HIGH,EMEA,,
TRD0007450,ORD0018173,CLT0420,USITTTUMWX66,ITTTUMWX6,SNV,SELL,546,94.6508,2025-10-21,2025-10-21T18:19:31Z,USD,BATS,BOND,MED,FI-MUNI,OMS_A,,,51679.336800000005,SNV,BOND,LOW,EMEA,,
TRD0007451,ORD0015780,CLT0364,USG5SIWKEK51,G5SIWKEK5,ATFD,BUY,4020,106.9333,2025-10-21,2025-10-21T14:16:32Z,USD,,SWAP,MED,FI-STRUCT,OMS_A,,,429871.86600000004,ATFD,SWAP,LOW,,,
TRD0007452,ORD0013467,CLT0282,USUE850IND69,UE850IND6,KZE,BUY,5473,101.5792,2025-10-21,2025-10-21T17:53:54Z,EUR,NYSE,SWAP,HIGH,FI-STRUCT,OMS_B,,,555942.9616,KZE,SWAP,HIGH,APAC,,
TRD0007454,ORD0012604,CLT0422,USZ14ALOC300,Z14ALOC30,JBC,SELL,1632,103.3369,2025-10-21,2025-10-21T19:58:25Z,,OTC,BOND,MED,FI-HY,OMS_A,,,168645.8208,JBC,BOND,LOW,APAC,,
TRD0007455,ORD0005232,CLT0115,USIIIFXYZC67,IIIFXYZC6,KPEM,BUY,1287,103.4411,2025-10-21,2025-10-21T17:54:04Z,USD,OTC,BOND,HIGH,FI-RATES,OMS_B,,,133128.6957,KPEM,BOND,MED,,,
TRD0007456,ORD0002141,CLT0336,USNL2R193471,NL2R19347,UGK,SELL,1924,99.2661,2025-10-21,2025-10-21T13:51:53Z,,TRACE,REPO,MED,FI-IG,OMS_A,,,190987.97639999999,UGK,REPO,HIGH,EMEA,,
TRD0007457,ORD0017602,CLT0388,USDZY0LHIW38,DZY0LHIW3,YYS,BUY,1805,95.7603,2025-10-21,2025-10-21T13:36:23Z,USD,BATS,BOND,MED,FI-IG,OMS_A,,,172847.3415,YYS,BOND,LOW,EMEA,,
TRD0007458,ORD0010406,CLT0375,USIU5JSM3H10,IU5JSM3H1,PJUW,SELL,947,100.6956,2025-10-21,2025-10-21T14:14:48Z,USD,TRACE,SWAP,MED,FI-HY,OMS_B,,,95358.7332,PJUW,SWAP,MED,,,
TRD0007459,ORD0005687,CLT0179,USLR3W2PIF63,LR3W2PIF6,YLV,BUY,788,99.3004,2025-10-21,2025-10-21T19:30:47Z,USD,ARCA,OPTION,HIGH,FI-HY,OMS_A,,,78248.71519999999,YLV,OPTION,MED,EMEA,,
TRD0007460,ORD0018864,CLT0086,USD9R85L9848,D9R85L984,JMB,SELL,2712,99.227,2025-10-21,2025-10-21T18:40:25Z,USD,TRACE,BOND,LOW,FI-RATES,OMS_A,,,269103.624,JMB,BOND,LOW,APAC,,
TRD0007461,ORD0002721,CLT0037,US3H3DP8VO92,3H3DP8VO9,IZZX,BUY,776,102.7375,2025-10-21,2025-10-21T15:05:38Z,USD,OTC,BOND,MED,FI-MUNI,OMS_B,,,79724.3,IZZX,BOND,MED,APAC,,
TRD0007462,ORD0009836,CLT0416,USRVE4GO8455,RVE4GO845,PGCK,SELL,2584,89.4115,2025-10-21,2025-10-21T19:15:10Z,USD,ARCA,BOND,MED,FI-STRUCT,OMS_A,,,231039.31600000002,PGCK,BOND,LOW,,,
TRD0007464,ORD0001567,CLT0365,USEKKRJ0UJ67,EKKRJ0UJ6,XEK,BUY,734,99.5298,2025-10-21,2025-10-21T18:06:01Z,EUR,,OPTION,HIGH,FI-IG,OMS_B,,,73054.8732,XEK,OPTION,MED,,,
TRD0007465,ORD0016762,CLT0496,US1Q648KCW36,,JGJ,BUY,4013,100.7882,2025-10-21,2025-10-21T19:28:54Z,USD,OTC,BOND,LOW,FI-HY,OMS_A,,,404463.0466,JGJ,BOND,MED,,,
TRD0007466,ORD0010977,CLT0082,USTA0MPPME37,TA0MPPME3,WVN,BUY,1281,106.6397,2025-10-21,2025-10-21T18:38:59Z,USD,OTC,BOND,MED,FI-HY,OMS_A,,,136605.45570000002,WVN,BOND,LOW,,,
TRD0007467,ORD0005174,CLT0373,US3D680TSS28,3D680TSS2,NLVY,SELL,813,104.0708,2025-10-21,2025-10-21T15:09:05Z,USD,OTC,BOND,MED,FI-MUNI,OMS_A,,,84609.5604,NLVY,BOND,LOW,APAC,,
TRD0007468,ORD0013024,CLT0092,USB6U83HTE49,B6U83HTE4,EVC,SELL,1817,106.6114,2025-10-21,2025-10-21T18:16:41Z,USD,OTC,BOND,HIGH,FI-IG,,,,193712.9138,EVC,BOND,HIGH,EMEA,,
TRD0007469,ORD0004994,CLT0435,USA0JOPEO381,A0JOPEO38,QYC,BUY,1828,92.2331,2025-10-21,2025-10-21T16:26:04Z,USD,OTC,SWAP,HIGH,FI-MUNI,OMS_A,,,168602.10679999998,QYC,SWAP,LOW,EMEA,,
TRD0007470,ORD0002997,CLT0296,USRDZHZJTM03,,NJEL,SELL,1817,110.0554,2025-10-21,2025-10-21T14:46:56Z,EUR,TRACE,SWAP,MED,FI-STRUCT,OMS_A,,,199970.6618,NJEL,SWAP,LOW,,,
TRD0007471,ORD0014566,CLT0262,,2DYCN0X89,CEYA,BUY,1642,93.8542,2025-10-21,2025-10-21T15:36:46Z,EUR,ARCA,BOND,HIGH,FI-RATES,OMS_A,,,154108.5964,,,LOW,,,
TRD0007472,ORD0016391,CLT0303,US5WIRC8B968,5WIRC8B96,JOMS,SELL,633,95.4672,2025-10-21,2025-10-21T16:23:42Z,EUR,OTC,BOND,MED,FI-RATES,OMS_A,,,60430.7376,JOMS,BOND,LOW,EMEA,,
TRD0007473,ORD0008826,CLT0415,US5PI57COK76,5PI57COK7,IUWF,SELL,3454,99.2451,2025-10-21,2025-10-21T18:11:12Z,JPY,TRACE,BOND,HIGH,FI-STRUCT,OMS_A,,,342792.5754,IUWF,BOND,LOW,APAC,,
TRD0007475,ORD0002060,CLT0113,USQHCFAX5V32,QHCFAX5V3,VEUQ,SELL,2204,101.04,2025-10-21,2025-10-21T19:59:25Z,USD,OTC,BOND,LOW,FI-HY,OMS_A,,,222692.16,VEUQ,BOND,MED,EMEA,,
TRD0007476,ORD0013496,CLT0171,USAGFU4HA003,AGFU4HA00,AAY,BUY,1632,103.4112,2025-10-21,2025-10-21T15:51:29Z,USD,ARCA,FUTURE,HIGH,FI-HY,OMS_A,,,168767.0784,AAY,FUTURE,MED,,,
